,initial_temperature,gas_volume,heat_iterations_amount,active_power,reactive_power,power_rate,min_power_rate,max_power_rate,min_power_rate_iter,max_power_rate_iter,heat_duration,cooldown_duration,treatment_duration,mean_bulk_amount,total_bulk_amount,bulking_timedelta,mean_wire_amount,total_wire_amount,wiring_timedelta,target_temperature
1440,1630,13.9486472213,2,0.549224481,0.40060356249999995,0.33990783202717717,0.2348170276715096,0.4449986363828447,1,0,163,920,1083,6.933333333333334,104,0,16.452799444444445,148.075195,0,1594.0
1441,1594,1.876509903,4,2.5235935801,1.8917461036999998,0.7884848958773022,0.17279815298220608,1.4964331704673295,3,1,683,960,1643,30.933333333333334,464,0,8.791234888888889,79.121114,101,1615.0
1442,1583,18.9109541626,4,3.3258436144,2.3018535375,1.011240758857685,0.6155330261019558,1.5588999578175262,0,1,937,908,1845,13.6,204,720,10.723093333333333,96.50784,136,1592.0
1443,1635,11.6155883331,7,4.6055126666,2.9945883155,0.7848121912443142,0.27729850801776545,1.7755508117814773,6,1,1325,2081,3406,72.53333333333333,1088,2342,26.904800333333334,242.14320299999997,0,1621.0
1444,1552,4.820853877,6,2.9460773318999998,2.6435632854,0.6608109078175594,0.2158502799998451,1.0687301537793694,5,2,888,487,1375,13.0,195,0,12.230400111111111,110.073601,0,1581.0
1445,1597,7.2273018588,4,2.5168848855999997,2.1956003607000003,0.835976932835348,0.5504362773031038,1.495797631843786,3,1,730,419,1149,51.93333333333333,779,297,8.892000444444443,80.028004,0,1601.0
1446,1576,11.5998989409,5,3.1735063384999997,2.324508369,0.7871776653005312,0.3192246885979791,1.6237651325922098,4,2,896,748,1644,19.333333333333332,290,497,15.230799333333332,137.077194,0,1601.0
1447,1567,43.6554111599,4,3.94703573,3.4224499464,1.306645452697385,0.7105266188101454,2.5567754955448723,0,1,1197,1296,2493,87.73333333333333,1316,748,31.220801555555553,280.987214,0,1585.0
1448,1550,20.0184121094,6,3.1893835801,2.5505607726,0.6813688735267008,0.3976866710209473,1.0891964263724703,5,2,899,645,1544,44.2,663,322,17.2328,155.0952,0,1585.0
1449,1590,8.4384684456,4,2.5334177284,1.8268452884,0.7818386454233703,0.3181902006749653,1.5985777321400128,2,1,637,1482,2119,41.13333333333333,617,1169,16.390398666666666,147.513588,0,1603.0
1450,1570,11.6695375977,7,4.227158519,2.8630953878,0.7312208832159129,0.24613515446088158,1.334569010776227,6,4,955,773,1728,67.46666666666667,1012,1166,18.40799966666667,165.671997,0,1603.0
1451,1616,9.6051457369,4,1.7183084077000002,1.3396583796,0.5451430740610433,0.23806099583934515,0.9302673177321509,3,1,451,955,1406,49.333333333333336,740,232,13.353600444444446,120.182404,0,1599.0
1452,1584,6.8477761222,4,3.6253707875999996,2.3996848167000002,1.0886213322496898,0.6434200243804148,1.4750140018782025,0,1,818,644,1462,70.2,1053,466,17.711200333333334,159.400803,0,1602.0
1453,1635,12.6101424922,10,5.888998472,3.7137215436000006,0.696738480539651,0.14757690089184744,1.5477731207403982,2,4,1305,3203,4508,68.13333333333334,1022,1008,23.03079988888889,207.277199,0,1622.0
1454,1592,7.8997893066,3,1.3865185380999998,1.0442150832000001,0.579320423369518,0.49503215006179063,0.7217721237859508,0,2,327,650,977,72.4,1086,515,11.455600333333333,103.100403,0,1591.0
1455,1573,4.8273748824,4,2.5818037375,1.8515123725,0.7946369725285,0.49858665376781436,1.0173018584410827,3,1,632,493,1125,48.2,723,890,13.899599666666667,125.096397,0,1592.0
1456,1547,9.5868521051,3,3.5352639449,2.6331558824,1.4716223412382525,1.1843343308737124,1.8038904716292288,0,2,795,174,969,52.13333333333333,782,951,16.899998999999998,152.099991,0,1593.0
1457,1597,14.9783656096,5,2.7375336189,1.8891594708,0.6656379678482699,0.2936719418531997,0.9402418408036717,1,3,701,1173,1874,39.333333333333336,590,1138,10.129600555555555,91.166405,0,1593.0
1458,1606,14.6027359733,7,3.6417897881,2.7879735529,0.6560774928000077,0.25425791219973115,1.4321087300119675,4,1,1041,1402,2443,58.4,876,1069,13.447199444444443,121.02479499999998,0,1594.0
1459,1593,1.047302106,5,2.9537883381,2.1050067543999997,0.7262593855529629,0.5591631780859874,1.0237078482551338,0,4,749,636,1385,33.06666666666667,496,228,13.915199333333334,125.23679399999999,0,1611.0
1460,1641,5.6647304764,3,1.1162405968,0.8356257825999999,0.46488113325206454,0.2437425440547399,0.5882116265561289,1,2,313,1521,1834,3.466666666666667,52,0,12.890800444444444,116.01720400000002,0,1617.0
1461,1612,12.0080870588,8,2.8252613526,2.1252617768,0.4419733726622715,0.11922131442893291,1.099761147222531,6,1,827,1836,2663,38.8,582,992,21.902398666666667,197.121588,0,1597.0
1462,1602,9.2860832521,2,0.42820380420000004,0.3075693547,0.26364816121069057,0.1756505265096943,0.3516457959116868,1,0,127,783,910,8.333333333333334,125,0,18.68360011111111,168.152401,0,1596.0
1463,1567,4.8588570919,4,2.9205218157,2.084265232,0.8978671884534253,0.3689893309201898,1.7484171662576544,0,1,693,414,1107,34.6,519,491,13.665599777777778,122.99039799999998,0,1597.0
1464,1613,10.1102680664,3,1.4304225288,1.0583489835,0.5934439840891783,0.20361194199836694,1.2932138312532027,0,1,431,1827,2258,35.733333333333334,536,310,13.79559911111111,124.160392,0,1591.0
1465,1591,14.5680716869,7,3.1724043946,2.2964240014000006,0.5598615904769332,0.14122851573710948,1.4320925684394579,4,2,901,2176,3077,65.73333333333333,986,1181,19.032001111111114,171.28801,0,1589.0
1466,1580,12.6671252441,5,3.1326325366,1.9134151488,0.7343326668281016,0.390317071330403,1.6300777017165828,0,1,755,1890,2645,45.86666666666667,688,1969,14.123199444444445,127.108795,0,1588.0
1467,1557,9.6056580867,5,3.0541753332,2.198077321,0.7526551014268739,0.3294784785359573,1.9000596193772143,1,0,709,464,1173,43.6,654,368,11.346400444444445,102.117604,0,1586.0
1468,1555,6.9466300305,4,2.9771956799,2.1785950959,0.9232163424368964,0.5358261486670869,1.2286054043905517,0,1,796,287,1083,7.066666666666666,106,0,10.847199777777778,97.624798,0,1588.0
1469,1572,8.9245692719,3,2.118342661,1.3149294555,0.8311060300807392,0.5221664143728171,1.3411682301516956,0,1,571,273,844,16.266666666666666,244,0,11.117600333333334,100.058403,0,1589.0
1470,1613,1.979603775,2,0.9178036553,0.6097920537,0.551004009675292,0.5289615427886892,0.5730464765618946,0,1,255,581,836,11.333333333333334,170,0,7.009599888888889,63.086399,0,1586.0
1471,1585,11.0723335877,4,2.6887389675,2.2547834218,0.8778112637754748,0.7163546738063784,1.0863420668861468,0,1,784,609,1393,36.333333333333336,545,419,12.012000222222222,108.108002,0,1591.0
1472,1596,25.4370049589,5,3.0498804797,2.1425976753000002,0.74582625815754,0.4266924841456726,1.1711969586666457,3,1,841,1598,2439,44.4,666,582,18.11159988888889,163.004399,0,1589.0
1473,1606,17.677616211,3,2.1911926783,1.6619636415999999,0.9176555489197552,0.6876343479888756,1.3290097077211314,0,1,681,776,1457,66.86666666666666,1003,1312,17.57079911111111,158.137192,0,1596.0
1474,1585,5.731797947,3,2.453710696,2.0357100367,1.0638135185440456,0.6990906951500895,1.6297547522602394,2,1,805,460,1265,69.53333333333333,1043,650,13.005199888888889,117.046799,0,1593.0
1475,1606,25.6895341936,7,5.5787777541,3.8957133590999997,0.9739906787984651,0.38489572968144686,1.600674207978822,6,1,1480,2595,4075,62.13333333333333,932,2532,23.930399555555553,215.373596,0,1623.0
1476,1592,9.5853173524,5,2.7620715948,2.3586604893,0.7280360422717044,0.2905263149955032,1.6794585361922763,4,1,788,2988,3776,37.93333333333333,569,3298,12.506000111111112,112.554001,0,1590.0
1477,1573,8.0127000277,3,2.3989407987,1.6766890585,0.9757756653311654,0.4954219509091458,1.5602134141787463,0,1,662,424,1086,21.066666666666666,316,557,12.7868,115.08120000000001,0,1590.0
1478,1578,9.5286203685,4,2.2518277003,1.7926271558,0.7198415431534115,0.5063528354254584,0.9080839102287743,0,1,620,613,1233,6.4,96,0,14.575598888888887,131.18039,0,1594.0
1479,1577,7.4834857313,3,1.9078759719,1.4761620164,0.8041152345250496,0.6568618241905156,0.9141730958147166,0,2,530,325,855,7.0,105,0,13.910808333333332,125.19727499999999,93,1597.0
1480,1555,7.4704130059,6,3.6599439225,2.6184656919,0.750148378033356,0.31062799539709957,1.3211247293670478,4,2,887,1183,2070,9.6,144,0,13.142941777777777,118.286476,892,1590.0
1481,1561,8.2439919052,4,3.1006822108,2.2917844058,0.9641590519318879,0.5080306523965493,1.771100373504496,0,2,748,421,1169,11.2,168,0,19.589093444444448,176.30184100000002,95,1596.0
1482,1560,7.4691106797,5,3.8167104084,3.0936374664999997,0.983444331787353,0.5338974284106721,1.500754302527845,0,3,1029,687,1716,45.93333333333333,689,442,13.904800444444444,125.143204,0,1596.0
1483,1596,25.6856247106,7,5.379119719899999,4.1883353293,0.9751180846912061,0.41658702388167956,1.8798253680544526,5,1,1343,1587,2930,71.2,1068,1653,12.682800333333333,114.14520299999998,0,1597.0
1484,1578,8.8725826913,5,3.0711030758,3.0304279328,0.869776196921358,0.6216317296658603,1.023442037644588,2,3,883,548,1431,49.8,747,304,6.7859997777777785,61.073997999999996,0,1595.0
1485,1556,16.384768303,5,4.7247112918,3.6473655105,1.1940587328332768,0.4469068773412321,2.634526213868507,4,1,1154,524,1678,48.6,729,1261,15.804418333333334,142.239765,86,1601.0
1486,1525,18.652141481,6,5.348955853700001,3.8565253317000003,1.0992052204397635,0.5994854498435134,1.879517851360837,0,2,1282,634,1916,20.733333333333334,311,0,10.575759444444444,95.18183499999999,44,1580.0
1487,1545,9.607781311,3,3.0304455374000003,2.456856966,1.3012169962137452,0.6453402818706572,1.6409639926087245,0,1,794,596,1390,34.13333333333333,512,0,14.983742444444443,134.853682,26,1568.0
1488,1640,1.1204629529,3,1.5172438781999997,1.0710969609999998,0.6191529696135564,0.47064789915196364,0.7620425026394306,1,0,411,1587,1998,23.933333333333334,359,0,24.139208888888888,217.25288,191,1629.0
1489,1572,13.4303069239,5,2.4629416195,2.010970652,0.6360580374204228,0.2736123806160407,0.9974680789504748,2,1,671,1092,1763,26.933333333333334,404,931,16.711066444444445,150.399598,82,1568.0
1490,1592,14.2726442238,6,2.0435067858,1.7093872428,0.4444782201913607,0.24213349578737198,0.6373176937981283,1,0,575,1254,1829,3.0,45,0,11.133199888888889,100.198799,0,1581.0
1491,1563,7.0228149643,4,1.638887563,1.6246326565,0.577061433682273,0.32551692000799326,0.8144101276231954,0,1,443,339,782,10.533333333333333,158,0,13.366310555555556,120.296795,80,1570.0
1492,1573,14.3488963212,5,1.6865723876,1.1025420428000001,0.40361381433589044,0.35358674888266145,0.45821075045499066,1,0,409,959,1368,8.266666666666667,124,0,16.693617555555555,150.242558,174,1574.0
1493,1574,10.4808477055,4,3.0542106972,2.2027743459,0.9414575166257807,0.5817481199371904,1.287696307115755,1,0,748,531,1279,44.733333333333334,671,1121,22.262586,200.363274,106,1570.0
1494,1559,1.4842769775,6,3.1781238669,1.916955769,0.6196378630724183,0.25713406341545847,1.5732587222124812,1,2,766,774,1540,44.93333333333333,674,366,12.236408888888889,110.12768,65,1577.0
1495,1568,2.1829412078,7,5.1278121312,3.3694895207999997,0.8766284561334088,0.30426435617370223,1.5116613943438548,6,2,1261,1097,2358,43.13333333333333,647,471,8.580000111111111,77.220001,0,1593.0
1496,1553,38.4717061912,15,9.910344911600001,8.1357886642,0.8565586886717316,0.261731980357745,1.6068560471860844,12,13,2526,8707,11233,58.733333333333334,881,8999,21.158568333333335,190.42711500000001,77,1574.0
1497,1640,12.8335745545,4,0.751348927,0.5202485323,0.22854052506043804,0.14695294001291562,0.44855628876640735,1,0,231,1708,1939,6.133333333333334,92,0,19.8068,178.2612,0,1605.0
1498,1595,22.0081473554,8,6.423906972199999,4.9131391944,1.0126052451377594,0.2600421752147292,2.007867751843396,7,1,1769,2837,4606,63.2,948,0,9.461342444444444,85.152082,3,1612.0
1499,1591,17.0063779209,8,5.6964802802,4.259636283,0.8905548950531572,0.34043615832043556,2.008988932148616,7,4,1504,2422,3926,71.86666666666666,1078,417,11.8976,107.0784,0,1590.0
1500,1578,10.4496819401,5,2.8484462605,1.8662687837,0.6810842078694407,0.29101123184725597,1.167201553313147,4,2,761,629,1390,0.0,0,0,17.912266666666667,161.2104,3,1604.0
1501,1615,9.8004343149,3,1.1504895389,0.8600237091,0.4790130552202266,0.23464978167837702,0.6849152496606471,2,1,326,883,1209,0.0,0,0,17.675031444444443,159.07528299999998,717,1600.0
1502,1535,11.9901697388,4,5.2559258643,4.0488420129,1.6632614013464408,0.7525127390027778,3.416328927494762,0,2,1324,484,1808,59.0,885,297,7.784399666666666,70.059597,0,1590.0
1503,1598,15.9902157385,3,1.8045883216999998,1.5180331767000002,0.7877439019339132,0.47657437862198976,0.9496974000846378,0,2,482,1494,1976,17.8,267,0,31.870452777777775,286.834075,1185,1584.0
1504,1598,9.937420825,3,2.2007419161,1.5996299386,0.9068969754620149,0.4164105874646841,1.2776281760333352,0,1,558,701,1259,14.933333333333334,224,0,22.08925377777778,198.80328400000002,384,1600.0
1505,1566,7.9770871371,4,2.1058308992,1.5387722850999999,0.6520900371427472,0.42875005482394674,0.8458851300472682,3,2,545,480,1025,11.733333333333333,176,0,13.025999222222222,117.233993,0,1587.0
1506,1584,12.9591258393,4,2.1586917921,1.6378705204,0.6774631499208958,0.40334351033026294,0.8308698968361753,3,1,595,1197,1792,13.066666666666666,196,0,14.357199777777778,129.214798,0,1584.0
1507,1642,13.8726861572,7,4.1692131794,3.2594337761,0.7569575655960137,0.09145337950842204,1.4612325318125872,5,1,1187,1252,2439,61.0,915,1378,17.778801,160.009209,0,1628.0
1508,1587,10.0093816912,5,4.55504904,3.3685393929,1.1330999386051333,0.49144200474766925,2.3829409288755334,0,2,1093,525,1618,17.133333333333333,257,0,0.0,0.0,0,1681.0
1509,1630,7.8676412659,4,3.9377768864,3.0677114427000003,1.2480080645130553,0.7016511863591995,2.112965544808244,0,1,925,1104,2029,18.333333333333332,275,0,0.0,0.0,0,1646.0
1510,1639,5.2261810197,4,3.9459372767,3.0871518254,1.2528369564153743,0.5900675597582247,2.1666500024068114,3,1,929,502,1431,19.0,285,0,0.0,0.0,0,1661.0
1511,1644,5.7942330609,3,2.191392059,1.5619890093000002,0.8971434142229321,0.46311657153170876,1.5948890064559735,2,1,521,312,833,4.6,69,0,0.0,0.0,0,1641.0
1512,1602,17.5053159074,7,5.2339321785,4.2267394066,0.9613350771946504,0.30157279963116856,1.5965399296427716,6,2,1381,1897,3278,57.733333333333334,866,342,27.765804000000003,249.89223600000003,989,1597.0
1513,1584,24.7212673057,6,2.9391505175,2.4988180697,0.643045179851285,0.10867299034941076,1.1736551771220467,3,1,828,1447,2275,40.8,612,253,31.71792022222222,285.461282,61,1578.0
1514,1561,4.1974612349,6,4.4002869943,2.8503693938,0.8749720189176977,0.42168308697700496,1.6364698901832468,2,4,1006,540,1546,40.93333333333333,614,0,15.921013777777777,143.289124,58,1585.0
1515,1536,8.7033160574,4,5.426190778,3.477683958,1.6157136568205366,1.1392778996929245,1.8677975955126143,1,2,1120,405,1525,64.53333333333333,968,0,18.819840777777777,169.378567,104,1585.0
1516,1592,7.6691747717,4,2.0382356931,1.6723908185999998,0.6598374748371276,0.39556017542026606,0.9287513564185017,2,1,569,904,1473,40.86666666666667,613,0,17.80272,160.22448,110,1579.0
1517,1633,9.9615847168,2,1.0200418162,0.8675680755999999,0.6696720984304296,0.5526965518287863,0.7866476450320729,1,0,303,307,610,13.333333333333334,200,0,9.693493333333334,87.24144000000001,57,1605.0
1518,1612,9.4513900876,1,0.6472753273,0.466450721,0.797835587356657,0.797835587356657,0.797835587356657,0,0,187,0,187,0.0,0,0,7.2436006666666675,65.192406,0,1574.0
1519,1562,12.7950250378,5,3.8628279472000004,3.0242953300999997,0.9819600387049743,0.5668139291829905,1.673702852863118,4,1,936,1160,2096,39.06666666666667,586,274,17.48193688888889,157.337432,55,1577.0
1520,1566,7.7657197688,4,3.0628135107,2.6399504245000003,1.0116177239208284,0.7783816729315703,1.3512220096052996,0,2,780,729,1509,40.666666666666664,610,0,10.681262111111112,96.131359,80,1579.0
1521,1558,18.137566563,5,2.880462668,2.3642532826,0.747763252494035,0.38688208629007825,1.3193922058297183,3,1,813,881,1694,14.133333333333333,212,487,5.013262,45.119358,0,1575.0
1522,1571,5.2888745818,4,1.9729504616,1.6605086923,0.6462770007188401,0.5211825250624931,0.7476857878343324,0,1,645,425,1070,18.066666666666666,271,362,4.462639888888889,40.163759,106,1580.0
1523,1565,24.253416528,4,3.3925885978999997,2.7826711535,1.0978170572997585,0.5489442004935302,2.4499343813366288,2,1,1006,894,1900,54.733333333333334,821,0,6.597066444444445,59.373598,649,1583.0
1524,1597,8.9564856199,3,2.0164730251,1.2914655655,0.79820369987584,0.3751953638223235,1.0331523801234757,2,0,519,184,703,4.8,72,0,13.2288,119.05919999999999,0,1591.0
1525,1580,7.5787661116,4,2.071278617,1.5236775577000001,0.643486046467049,0.14265085022470622,1.233152499523169,1,3,581,1080,1661,24.8,372,0,9.037600444444443,81.338404,106,1589.0
1526,1605,19.246283263,3,0.8987493007,0.5603502391999999,0.3530435790141817,0.09956456134172302,0.5346762874224237,1,0,263,1378,1641,7.066666666666666,106,0,16.580605111111108,149.22544599999998,803,1593.0
1527,1591,19.2865045211,6,3.8398826986,2.8860690594,0.8018222119739696,0.4885182337609375,1.2314400237947738,5,3,1131,1951,3082,36.06666666666667,541,933,15.362533222222222,138.262799,94,1590.0
1528,1590,4.1643179627,3,1.8671195896,1.3188543619,0.7619811749950421,0.6217484312685564,0.9933527858604743,0,1,516,520,1036,11.733333333333333,176,425,12.895422222222223,116.05879999999999,63,1595.0
1529,1569,8.4348569758,4,3.6029390656,2.7128606438,1.1279121757903086,0.5581002325015261,1.559308706894669,0,2,917,503,1420,4.0,60,0,10.691200333333335,96.220803,0,1605.0
1530,1602,10.90651454,2,0.7831209065,0.5668444931,0.4833727950225074,0.26778810828729527,0.6989574817577195,1,0,221,1142,1363,6.0,90,0,15.901599555555556,143.114396,0,1587.0
1531,1569,7.0776004563,5,2.7194421211,2.1747705042,0.6965149163889356,0.2750001658925424,1.249934756159529,0,1,722,495,1217,7.6,114,0,9.895600222222221,89.060402,0,1596.0
1532,1583,2.9180224314,5,2.0335053918,1.7810350655,0.54155902050066,0.32482926757612673,0.7991402160435978,3,1,592,628,1220,17.333333333333332,260,970,13.785200333333332,124.066803,0,1589.0
1533,1624,10.6051032944,7,3.331157802,2.5752915442,0.6028003085444669,0.20062086358220524,1.6112189753425479,4,2,1053,1618,2671,66.93333333333334,1004,1351,25.93424788888889,233.408231,1138,1602.0
1534,1601,2.2750579145,5,4.2700848198,2.7835512757,1.0201623958679302,0.4499298559150093,1.9213398229034049,4,1,1068,998,2066,61.86666666666667,928,686,22.853074333333335,205.677669,77,1623.0
1535,1590,8.920187277,5,3.0626574669,2.2437745332,0.7603879949064648,0.3144303541012486,1.4210491458037042,2,4,736,704,1440,56.4,846,540,18.657483999999997,167.91735599999998,819,1597.0
1536,1609,6.8856373482,3,1.7474393092,1.2763112188,0.7215830388777671,0.28099595974028324,1.1420163590407557,2,1,416,621,1037,34.733333333333334,521,384,11.7728,105.9552,0,1598.0
1537,1554,8.583978383,6,4.6834020851,3.3208100497,0.9579640587627621,0.26165038514457317,1.9660380129150015,4,1,1078,849,1927,45.2,678,544,14.195999666666667,127.76399699999999,0,1596.0
1538,1616,12.9081735535,3,1.2517011499,0.9063790737999998,0.5153686136026526,0.3390378928230166,0.7846109886742653,2,0,340,659,999,36.4,546,729,12.563200222222223,113.068802,0,1600.0
1539,1602,8.0660449068,4,2.147627692,1.6042689085,0.6703907474472792,0.2843742237341966,1.3908225275654404,3,1,514,1063,1577,49.4,741,553,21.68723422222222,195.18510799999999,56,1599.0
1540,1614,15.3319455262,4,2.0366595779,1.3987573683,0.6179386607809301,0.3380834740929056,1.0656670282602467,3,1,477,1505,1982,39.666666666666664,595,370,16.567200777777778,149.104807,0,1592.0
1541,1603,6.2646999095,4,1.8892121493,1.3771473764,0.5848160935532557,0.43807982414202634,0.9768176525314328,3,2,479,1366,1845,38.06666666666667,571,934,19.791200444444442,178.120804,0,1587.0
1542,1587,12.424673633,5,2.4031377042,1.7182528675,0.5909992233899221,0.37711725082819164,1.1694401415007956,4,1,583,1911,2494,51.93333333333333,779,2155,12.448799999999999,112.0392,0,1592.0
1543,1562,9.9947800549,7,3.1524743688999997,2.3086472154,0.5586944875194043,0.15890006670270235,1.1470710052968733,2,4,769,936,1705,45.666666666666664,685,530,17.814044555555554,160.326401,91,1588.0
1544,1611,10.5387924805,5,3.5964866522000003,2.6828759312,0.8976095319924975,0.49116156429583613,2.194663359634458,4,1,870,1242,2112,56.06666666666667,841,0,15.906801111111113,143.16121,0,1616.0
1545,1624,10.4015517654,5,1.7438807406000003,1.394763559,0.44712167838423156,0.23902178104064986,0.5651671611759856,2,0,470,2077,2547,42.13333333333333,632,2129,17.024799,153.223191,0,1594.0
1546,1628,10.9062492374,3,4.264247536299999,2.9645910263000004,1.7315755915230249,0.6212295119077546,3.0399641203427747,0,1,932,155,1087,55.733333333333334,836,1211,27.773198444444446,249.958786,0,1653.0
1547,1629,7.517880558,5,5.3043469784,3.5180198102999993,1.2732896837535586,0.390698138876978,2.065391873756564,0,3,1167,808,1975,42.2,633,0,0.0,0.0,0,1676.0
1548,1637,5.0993183428,3,3.2696205602,2.283922702,1.3299008440558364,0.4862144501740195,2.602421511078392,0,1,737,171,908,41.0,615,0,0.0,0.0,0,1658.0
1549,1638,3.7083075961,3,2.0128125517,1.5515094994999998,0.847270307056677,0.6177635880332736,1.260514562393624,2,1,450,146,596,0.0,0,0,0.0,0.0,0,1641.0
1550,1625,2.6728418753,3,2.2401983693,1.7699201107,0.9521337767807653,0.8263937784855969,1.0278045382940095,0,2,612,371,983,16.066666666666666,241,514,5.002399888888889,45.021599,0,1606.0
1551,1601,3.5796228027,1,0.8031894112,0.6896134615,1.058621724954582,1.058621724954582,1.058621724954582,0,0,195,0,195,45.6,684,194,6.1152,55.0368,0,1591.0
1552,1622,8.6336224451,6,3.3237433700000003,2.5084704162,0.6945213570981638,0.4963433984387174,0.7885975661027474,4,0,882,1929,2811,40.733333333333334,611,0,16.57644433333333,149.187999,57,1610.0
1553,1565,12.4181390856,6,5.1240281266,3.2048951089,1.007412624387951,0.22856744337483384,1.8215376088054571,5,1,1082,1556,2638,67.8,1017,0,13.922365000000001,125.30128500000001,78,1585.0
1554,1577,10.7120768893,7,4.1004015445,3.2468354701,0.747370480398892,0.34589597367153185,1.2543888079227938,5,3,1078,1784,2862,27.133333333333333,407,0,19.48636377777778,175.377274,121,1586.0
1555,1575,12.7055145874,5,3.6091983772000007,2.571671933,0.8864810524754851,0.5993688376017944,1.1001055306453884,0,4,992,735,1727,54.46666666666667,817,0,19.5748791977,176.1739127793,91,1587.0
1556,1591,5.3633378449,6,3.8199538731,2.9201033115,0.8018360677332149,0.23423990649844542,2.029741196661621,5,1,1015,1547,2562,54.46666666666667,817,0,25.61381445952222,230.52433013569998,122,1587.0
1557,1565,14.6714765323,9,4.9677479687,3.7098703086000007,0.6899847516601859,0.130504835188872,1.2879655931653118,2,1,1216,1853,3069,62.0,930,920,15.588790666666666,140.299116,79,1590.0
1558,1570,10.9330151367,6,3.1213364763,2.5402262210999997,0.6712399110122081,0.3241377375063753,1.5889419030316947,5,1,831,702,1533,27.266666666666666,409,0,15.241661555555554,137.17495399999999,1022,1592.0
1559,1566,6.8809431364,4,3.1464230657,2.4844760298,1.0028733520017432,0.5469708157479634,1.4003047194191924,3,2,824,362,1186,27.0,405,0,12.473297888888887,112.25968099999999,89,1590.0
1560,1567,8.9363462215,6,4.055659507,3.2314269543000003,0.8648985360415938,0.2993452459925786,2.1656495228247254,4,0,1040,643,1683,54.53333333333333,818,0,14.034916,126.31424399999999,89,1590.0
1561,1543,10.5967190036,6,4.1158106764,3.0798354149000002,0.8574582004778204,0.14880133785735675,1.311750179903626,5,1,1042,467,1509,64.73333333333333,971,0,2.7881243333333336,25.093119,0,1582.0
1562,1573,9.948225708,4,2.8146800845,2.1424198150000002,0.8844887803578003,0.4849564726278954,1.2921998445620235,3,0,786,385,1171,27.133333333333333,407,0,4.331600222222223,38.984402,0,1589.0
1563,1579,7.890416336,4,1.9318533188,1.4471720308,0.6034617407465411,0.3485749272328975,1.1728854854922148,3,1,578,554,1132,27.266666666666666,409,0,8.23021288888889,74.071916,104,1593.0
1564,1621,6.7062914544,7,3.8059890231,2.8710282146,0.6813154725389046,0.33471994911975467,1.1790792161937915,5,1,1053,1344,2397,55.8,837,0,14.494364444444443,130.44928,14,1610.0
1565,1612,9.3481322403,4,1.8942047122,1.6696844697,0.6327202962894718,0.5652850629505403,0.6744743762559463,1,3,511,1717,2228,32.733333333333334,491,221,8.692782222222222,78.23504,83,1586.0
1566,1601,15.0119549256,3,1.1718514632,0.8844690621,0.4894031382307276,0.34698538984497,0.5713146063239676,2,1,318,1161,1479,9.266666666666667,139,0,20.840444444444444,187.564,64,1589.0
1567,1569,10.8161815803,5,3.4662853743,2.5462337135,0.8602994225378637,0.558270998942351,1.269183591089395,0,2,821,945,1766,26.066666666666666,391,1228,21.03423011111111,189.30807099999998,73,1586.0
1568,1574,11.0910145037,5,3.1240966145,2.4739333689,0.7978082065592131,0.6119354912079014,1.0335279724293651,4,1,760,955,1715,46.93333333333333,704,399,24.793829666666667,223.144467,93,1593.0
1569,1566,6.2820946813,5,2.5677694595,2.3288040756,0.6934703634796829,0.38361513043529294,1.0578152352458776,3,1,642,597,1239,19.2,288,304,16.893066444444443,152.037598,78,1588.0
1570,1531,10.3110392795,5,4.7992055249,4.1058542728,1.2638057819042037,0.6573877375666035,2.01678773323589,0,1,1173,479,1652,35.4,531,201,22.03297722222222,198.296795,123,1581.0
1571,1573,4.4317746832,3,1.9921665016999999,1.5720696569000001,0.8459851768123876,0.2965718796205838,1.1795742643362055,2,0,479,380,859,9.4,141,0,11.003200111111111,99.028801,0,1585.0
1572,1598,9.0968144937,5,3.082368597,2.2835426925999998,0.7683459830408772,0.2314536804640323,1.294917921184417,4,1,735,789,1524,40.2,603,432,18.891601555555557,170.024414,0,1621.0
1573,1576,5.9430305025,3,1.8258390716,1.3339435756,0.7539736964363998,0.499383851567937,1.1459765199461522,0,1,456,760,1216,12.533333333333333,188,1109,16.6816,150.1344,0,1591.0
1574,1585,5.632789917,3,3.0666009784000003,2.3089188338,1.280001494277181,0.8186723256893411,1.7525508928885032,2,0,700,1106,1806,12.133333333333333,182,410,3.6868014444444444,33.181213,0,1596.0
1575,1614,12.2078222122,4,1.5679674204,1.2010905743,0.49412373073836324,0.31758472052311043,0.6493424362927644,3,0,417,1772,2189,24.266666666666666,364,797,20.46719866666667,184.204788,0,1598.0
1576,1606,14.1380878349,4,1.5568772385,1.0924201905,0.4755882126043764,0.14974686174573923,0.7228029953360572,3,1,387,1032,1419,9.333333333333334,140,0,21.137306,190.235754,769,1586.0
1577,1582,5.9875330124,3,2.6222766503,1.9962851405000002,1.0988549462781796,0.6265197800716582,1.5283764443538839,0,1,664,334,998,37.13333333333333,557,0,15.727573777777776,141.54816399999999,463,1596.0
1578,1592,12.1076058667,4,2.5282250997,1.9080309569,0.7924189131026935,0.4448995781594068,1.0366365380107498,2,1,660,1060,1720,28.666666666666668,430,304,22.94967822222222,206.547104,71,1580.0
1579,1594,18.6708522068,5,2.8458825226,2.0597995221,0.7028095891872678,0.3141870044432018,1.083558796268833,3,1,703,1694,2397,38.4,576,332,26.114285111111112,235.028566,103,1580.0
